Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
4001604036,DXN5987,NY,PAS,6/3/13,5,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,0409P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,GY,,2001,,0,,BUS LANE VIOLATION,,,
4001604048,18RY37,NY,MOT,6/3/13,5,MCY,VESPA,V,0,0,0,0,,0,0,0,,,0417P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,BL,,2012,,0,,BUS LANE VIOLATION,,,
4001604050,BBV5609,NY,PAS,6/3/13,5,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,0423P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,BK,,2011,,0,,BUS LANE VIOLATION,,,
4001604073,3K68C,NY,OMT,6/3/13,5,TAXI,FORD,V,0,0,0,0,,0,0,0,,,0428P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,YW,,2008,,0,,BUS LANE VIOLATION,,,
4001604085,EKH9093,NY,PAS,6/3/13,5,4DSD,AUDI,V,0,0,0,0,,0,0,0,,,0428P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,BL,,2012,,0,,BUS LANE VIOLATION,,,
4001604097,2F50A,NY,OMT,6/3/13,5,TAXI,FORD,V,0,0,0,0,,0,0,0,,,0433P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,YW,,2013,,0,,BUS LANE VIOLATION,,,
4001604127,EYB1648,NY,PAS,6/3/13,5,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,0453P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,BK,,2011,,0,,BUS LANE VIOLATION,,,
4001604139,DSD1592,NY,PAS,6/3/13,5,SUBN,ISUZU,V,0,0,0,0,,0,0,0,,,0505P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,GY,,2002,,0,,BUS LANE VIOLATION,,,
4001604152,EBW3657,NY,PAS,6/3/13,5,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0530P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,BK,,2011,,0,,BUS LANE VIOLATION,,,
4001604164,FPT7842,NY,PAS,6/3/13,5,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0532P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,BK,,2007,,0,,BUS LANE VIOLATION,,,
4001604176,FBM4546,NY,PAS,6/3/13,5,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0534P,,,,,SB 2ND AVE @ E 57TH,ST,0,1111,C,T,,,,GY,,2003,,0,,BUS LANE VIOLATION,,,
4001604188,FPZ9671,NY,PAS,6/3/13,5,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0535P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,BK,,2011,,0,,BUS LANE VIOLATION,,,
4001604190,ELV6251,NY,PAS,6/3/13,5,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0538P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,GY,,2009,,0,,BUS LANE VIOLATION,,,
4001604280,FAS8108,NY,PAS,6/3/13,5,SUBN,ROVER,V,0,0,0,0,,0,0,0,,,0556P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,GY,,2013,,0,,BUS LANE VIOLATION,,,
4001604309,AWJ8979,NY,PAS,6/3/13,5,4DSD,MERCU,V,0,0,0,0,,0,0,0,,,0603P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,WH,,2010,,0,,BUS LANE VIOLATION,,,
4001604322,FRN4851,NY,PAS,6/3/13,5,SUBN,BMW,V,0,0,0,0,,0,0,0,,,0604P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,BK,,2013,,0,,BUS LANE VIOLATION,,,
4001604358,FZB7563,NY,PAS,6/3/13,5,VAN,FORD,V,0,0,0,0,,0,0,0,,,0614P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,BK,,2011,,0,,BUS LANE VIOLATION,,,
4001604360,FTB4847,NY,PAS,6/3/13,5,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0615P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,GY,,1998,,0,,BUS LANE VIOLATION,,,
4001604395,ARC3691,NY,PAS,6/3/13,5,4DSD,AUDI,V,0,0,0,0,,0,0,0,,,0626P,,,,,NB 1ST AVE @ E 72ND,ST,0,1111,C,T,,,,BK,,2007,,0,,BUS LANE VIOLATION,,,
4001604401,FZN4337,NY,PAS,6/3/13,5,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0628P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,TN,,1997,,0,,BUS LANE VIOLATION,,,
4001604437,EMK5934,NY,PAS,6/3/13,5,VAN,GMC,V,0,0,0,0,,0,0,0,,,0632P,,,,,SB 2ND AVE @ E 34TH,ST,0,1111,C,T,,,,WH,,2012,,0,,BUS LANE VIOLATION,,,
4001604449,F659LR,NY,PAS,6/3/13,5,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0633P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,WH,,2011,,0,,BUS LANE VIOLATION,,,
4001604462,EJN3551,NY,PAS,6/3/13,5,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0633P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,TN,,0,,0,,BUS LANE VIOLATION,,,
4001604474,FYT7262,NY,PAS,6/3/13,5,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0634P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,GY,,2012,,0,,BUS LANE VIOLATION,,,
4001604504,13622TY,NY,OMT,6/3/13,5,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0653P,,,,,SB 2ND AVE @ E 34TH,ST,0,1111,C,T,,,,WH,,1999,,0,,BUS LANE VIOLATION,,,
4001609800,2C23B,NY,OMT,6/3/13,5,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0340P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,YW,,2008,,0,,BUS LANE VIOLATION,,,
5068957719,EKP9178,NY,PAS,6/4/13,7,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,0755P,,,,,RICHMOND RD.(W/B)@ N,EW DORP LANE-SJ-2,0,1111,D,T,,,,BLUE,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
5068957707,D6469,DE,PAS,6/4/13,7,,UNKNO,V,0,0,0,0,,0,0,0,,,0451P,,,,,NARROWS RD.(W/B)@FIN,GERBOARD RD.-SK-3,0,1111,D,T,,,,WH,,0,,0,,FAILURE TO STOP AT RED LIGHT,,,
5068957689,FHW7305,NY,OMS,6/4/13,7,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0344P,,,,,ROCKAWAY BLVD. (S/B),@ BROOKVILLE BLVD.-,0,1111,D,T,,,,GY,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5068957677,FGT7247,NY,PAS,6/4/13,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0652A,,,,,HORACE HARDING EXPWY,.(W/B)@UTOPIA PKWAY.,0,1111,D,T,,,,BLUE,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5068957720,694747,RI,PAS,6/4/13,7,,FORD,V,0,0,0,0,,0,0,0,,,0907P,,,,,12TH AVE.(N/B)@42ND,ST.-N2-4,0,1111,D,T,,,,GREY,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5068957690,GED6374,NY,PAS,6/4/13,7,2D,HONDA,V,0,0,0,0,,0,0,0,,,0407P,,,,,QUEENS BLVD. (E/B) @,ASCAN AVE.-Q2-3,0,1111,D,T,,,,BLK,,2002,,0,,FAILURE TO STOP AT RED LIGHT,,,
1351734490,41986JM,NY,COM,6/4/13,47,DELV,FRUEH,P,10610,34350,34370,0,14,14,14,943008,14,0,1009A,1009A,,F,350,7 AVE,,20130604,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1351719373,42743JP,NY,COM,6/4/13,38,DELV,GMC,P,34610,10610,10810,0,14,14,161,953133,161,0,0448P,0448P,,O,234,WEST 42 STREET,,20130604,408,C3,,YYYYYYB,ALL,ALL,BROWN,0,1989,144-3937,0,,,,,
1340929788,5161648,FL,PAS,6/4/13,17,SUBN,PLYMO,X,36510,10410,24690,20130619,32,32,976,101027,976,0,0810A,0810A,NY,O,9,WEST 137 ST,,20130604,408,I4,,YYYYYBB,0700A,0700P,TAN,0,0,-,0,,,,,
1351135958,60796MC,NY,COM,6/4/13,40,VAN,FORD,P,0,0,0,0,73,73,73,933305,73,0,0655P,,K,,,C/O LINDEN BLVD,ROCKAWAY AVE,0,408,E5,,BBBBBBB,ALL,ALL,WHITE,0,2007,-,0,,,,,
1356326729,WSF2880,VA,PAS,6/4/13,16,SDN,,P,17210,32645,13610,0,6,6,6,947589,6,0,0400P,,NY,F,67,EAST 11 ST,,0,408,D,,YYYYYBB,0800A,0600P,RED,0,0,-,0,,,,,
1356326730,63614JM,NY,COM,6/4/13,20,VAN,GMC,P,17250,32645,13610,0,6,6,6,947589,6,0,0413A,,NY,O,56,EAST 13TH STREET,,0,408,D,,YYYYYYY,0700A,0700P,BROWN,0,1988,-,0,,,,,
4001604565,XZ741G,NJ,PAS,6/4/13,5,TRK,FORD,V,0,0,0,0,,0,0,0,,,0723A,,,,,SB 2ND AVE @ E 57TH,ST,0,1111,C,T,,,,WT,,2012,,0,,BUS LANE VIOLATION,,,
4001604644,64062MB,NY,COM,6/4/13,5,VAN,ME/BE,V,0,0,0,0,,0,0,0,,,0905A,,,,,NB 1ST AVE @ E 72ND,ST,0,1111,C,T,,,,WH,,2013,,0,,BUS LANE VIOLATION,,,
4001604656,OL9732H,NJ,PAS,6/4/13,5,4 DR,LINCO,V,0,0,0,0,,0,0,0,,,0922A,,,,,SB 2ND AVE @ E 34TH,ST,0,1111,C,T,,,,BLK,,2013,,0,,BUS LANE VIOLATION,,,
4001604668,GDL8195,NY,OMS,6/4/13,5,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1007A,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,RD,,2013,,0,,BUS LANE VIOLATION,,,
4001604670,T624421C,NY,OMT,6/4/13,5,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1023A,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,GY,,2010,,0,,BUS LANE VIOLATION,,,
4001604681,T624605C,NY,OMT,6/4/13,5,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1040A,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,BK,,2012,,0,,BUS LANE VIOLATION,,,
4001604693,Z35CBD,NJ,PAS,6/4/13,5,4 DR,ME/BE,V,0,0,0,0,,0,0,0,,,1053A,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,WT,,2012,,0,,BUS LANE VIOLATION,,,
4001604711,T629334C,NY,OMT,6/4/13,5,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1201P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,GY,,2009,,0,,BUS LANE VIOLATION,,,
4001604735,GEU7187,NY,PAS,6/4/13,5,SUBN,BMW,V,0,0,0,0,,0,0,0,,,1252P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,BR,,2002,,0,,BUS LANE VIOLATION,,,
4001604826,53725JJ,NY,COM,6/4/13,5,VAN,INTER,V,0,0,0,0,,0,0,0,,,0246P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,WH,,1998,,0,,BUS LANE VIOLATION,,,
4001604840,OL7000H,NJ,PAS,6/4/13,5,WAGO,LINCO,V,0,0,0,0,,0,0,0,,,0316P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,BK,,2007,,0,,BUS LANE VIOLATION,,,
4001604863,76593JR,NY,COM,6/4/13,5,VAN,FORD,V,0,0,0,0,,0,0,0,,,0335P,,,,,NB 1ST AVE @ E 72ND,ST,0,1111,C,T,,,,GY,,2003,,0,,BUS LANE VIOLATION,,,
4001604887,T619106C,NY,OMT,6/4/13,5,4DSD,LINCO,V,0,0,0,0,,0,0,0,,,0342P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,BK,,2007,,0,,BUS LANE VIOLATION,,,
4001604905,OL2291G,NJ,PAS,6/4/13,5,WAGO,GMC,V,0,0,0,0,,0,0,0,,,0352P,,,,,SB 2ND AVE @ E 34TH,ST,0,1111,C,T,,,,BK,,2003,,0,,BUS LANE VIOLATION,,,
4001604917,4E61J,NY,OMT,6/4/13,5,TAXI,FORD,V,0,0,0,0,,0,0,0,,,0355P,,,,,SB 2ND AVE @ E 34TH,ST,0,1111,C,T,,,,YW,,2011,,0,,BUS LANE VIOLATION,,,
4001604978,9G38B,NY,OMT,6/4/13,5,TAXI,TOYOT,V,0,0,0,0,,0,0,0,,,0423P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,YW,,2012,,0,,BUS LANE VIOLATION,,,
4001604991,T506350C,NY,OMT,6/4/13,5,SUBN,CADIL,V,0,0,0,0,,0,0,0,,,0432P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,BK,,2012,,0,,BUS LANE VIOLATION,,,
4001605004,80607JY,NY,COM,6/4/13,5,VAN,CHEVR,V,0,0,0,0,,0,0,0,,,0439P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,WH,,2009,,0,,BUS LANE VIOLATION,,,
4001605016,GFR2988,NY,PAS,6/4/13,5,CONV,MITSU,V,0,0,0,0,,0,0,0,,,0440P,,,,,SB 2ND AVE @ E 34TH,ST,0,1111,C,T,,,,RD,,2001,,0,,BUS LANE VIOLATION,,,
4001605028,GGN1283,NY,OMS,6/4/13,5,SUBN,GMC,V,0,0,0,0,,0,0,0,,,0447P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,BK,,2013,,0,,BUS LANE VIOLATION,,,
4001605030,GAC2886,NY,PAS,6/4/13,5,SUBN,AUDI,V,0,0,0,0,,0,0,0,,,0447P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,BL,,2010,,0,,BUS LANE VIOLATION,,,
4001605053,7E36H,NY,OMT,6/4/13,5,TAXI,FORD,V,0,0,0,0,,0,0,0,,,0456P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,YW,,2011,,0,,BUS LANE VIOLATION,,,
4001605065,91508MC,NY,COM,6/4/13,5,VAN,CHEVR,V,0,0,0,0,,0,0,0,,,0456P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,WH,,2007,,0,,BUS LANE VIOLATION,,,
4001605077,72997JY,NY,COM,6/4/13,5,VAN,CHEVR,V,0,0,0,0,,0,0,0,,,0502P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,WH,,2009,,0,,BUS LANE VIOLATION,,,
4001605089,53725JJ,NY,COM,6/4/13,5,VAN,INTER,V,0,0,0,0,,0,0,0,,,0502P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,WH,,1998,,0,,BUS LANE VIOLATION,,,
4001605090,GGJ7434,NY,PAS,6/4/13,5,2DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0527P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,LTGY,,1998,,0,,BUS LANE VIOLATION,,,
4001605107,H23CMA,NJ,PAS,6/4/13,5,VAN,FORD,V,0,0,0,0,,0,0,0,,,0554P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,WT,,1998,,0,,BUS LANE VIOLATION,,,
4001605119,81121,NY,MED,6/4/13,5,SUBN,BMW,V,0,0,0,0,,0,0,0,,,0555P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,BK,,2013,,0,,BUS LANE VIOLATION,,,
4001605132,PR787,NY,MOT,6/4/13,5,MCY,HONDA,V,0,0,0,0,,0,0,0,,,0619P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,RD,,2012,,0,,BUS LANE VIOLATION,,,
4001605156,U21ALW,NJ,PAS,6/4/13,5,WAGO,CHEVR,V,0,0,0,0,,0,0,0,,,0659P,,,,,SB 2ND AVE @ E 57TH,ST,0,1111,C,T,,,,PR SL,,1997,,0,,BUS LANE VIOLATION,,,
4001604530,EUT4104,NY,PAS,6/4/13,5,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0703A,,,,,SB 2ND AVE @ E 57TH,ST,0,1111,C,T,,,,GR,,2010,,0,,BUS LANE VIOLATION,,,
4001604541,2W35H,NY,OMT,6/4/13,5,TAXI,FORD,V,0,0,0,0,,0,0,0,,,0711A,,,,,SB 2ND AVE @ E 57TH,ST,0,1111,C,T,,,,YW,,2009,,0,,BUS LANE VIOLATION,,,
4001604553,EVG3583,NY,PAS,6/4/13,5,SUBN,PONTI,V,0,0,0,0,,0,0,0,,,0714A,,,,,SB 2ND AVE @ E 34TH,ST,0,1111,C,T,,,,BK,,2006,,0,,BUS LANE VIOLATION,,,
4001604577,3M59A,NY,OMT,6/4/13,5,TAXI,FORD,V,0,0,0,0,,0,0,0,,,0731A,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,YW,,2011,,0,,BUS LANE VIOLATION,,,
4001604589,BNB8973,NY,PAS,6/4/13,5,2DSD,ACURA,V,0,0,0,0,,0,0,0,,,0735A,,,,,SB 2ND AVE @ E 57TH,ST,0,1111,C,T,,,,GY,,2002,,0,,BUS LANE VIOLATION,,,
4001604590,25RS85,NY,MOT,6/4/13,5,MCY,HONDA,V,0,0,0,0,,0,0,0,,,0828A,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,WH,,0,,0,,BUS LANE VIOLATION,,,
4001604607,EXJ1068,NY,PAS,6/4/13,5,SUBN,BMW,V,0,0,0,0,,0,0,0,,,0849A,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,LTBL,,2005,,0,,BUS LANE VIOLATION,,,
4001604619,BWV8528,NY,PAS,6/4/13,5,4DSD,BUICK,V,0,0,0,0,,0,0,0,,,0852A,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,RD,,1995,,0,,BUS LANE VIOLATION,,,
4001604620,CHU3820,NY,PAS,6/4/13,5,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0856A,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,GR,,2011,,0,,BUS LANE VIOLATION,,,
4001604632,BVA9107,NY,PAS,6/4/13,5,4DSD,INFIN,V,0,0,0,0,,0,0,0,,,0904A,,,,,SB 2ND AVE @ E 57TH,ST,0,1111,C,T,,,,BL,,2008,,0,,BUS LANE VIOLATION,,,
4001604700,AZX2694,NY,PAS,6/4/13,5,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,1107A,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,BL,,2010,,0,,BUS LANE VIOLATION,,,
4001604723,21601MC,NY,COM,6/4/13,5,VAN,DODGE,V,0,0,0,0,,0,0,0,,,1229P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,WH,,2005,,0,,BUS LANE VIOLATION,,,
4001604747,FXW2918,NY,PAS,6/4/13,5,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0122P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,GY,,0,,0,,BUS LANE VIOLATION,,,
4001604759,A853DN,NY,PAS,6/4/13,5,4DSD,FORD,V,0,0,0,0,,0,0,0,,,0128P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,RD,,2007,,0,,BUS LANE VIOLATION,,,
4001604760,BMT4984,NY,PAS,6/4/13,5,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0128P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,GY,,2007,,0,,BUS LANE VIOLATION,,,
4001604772,EPY9759,NY,PAS,6/4/13,5,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,0152P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,GR,,2003,,0,,BUS LANE VIOLATION,,,
4001604784,FWF7674,NY,PAS,6/4/13,5,VAN,FRUEH,V,0,0,0,0,,0,0,0,,,0200P,,,,,SB 2ND AVE @ E 57TH,ST,0,1111,C,T,,,,WH,,2010,,0,,BUS LANE VIOLATION,,,
4001604796,26790JR,NY,COM,6/4/13,5,VAN,CHEVR,V,0,0,0,0,,0,0,0,,,0206P,,,,,SB 2ND AVE @ E 57TH,ST,0,1111,C,T,,,,BL,,2006,,0,,BUS LANE VIOLATION,,,
4001604802,28923JY,NY,COM,6/4/13,5,VAN,GMC,V,0,0,0,0,,0,0,0,,,0212P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,BL,,2008,,0,,BUS LANE VIOLATION,,,
4001604814,15675JR,NY,COM,6/4/13,5,DELV,MITSU,V,0,0,0,0,,0,0,0,,,0215P,,,,,SB 2ND AVE @ E 34TH,ST,0,1111,C,T,,,,WH,,1999,,0,,BUS LANE VIOLATION,,,
4001604838,DXW9168,NY,PAS,6/4/13,5,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0255P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,GY,,2013,,0,,BUS LANE VIOLATION,,,
4001604851,1J33C,NY,OMT,6/4/13,5,TAXI,FORD,V,0,0,0,0,,0,0,0,,,0319P,,,,,NB 1ST AVE @ E 72ND,ST,0,1111,C,T,,,,YW,,2009,,0,,BUS LANE VIOLATION,,,
4001604875,20355MA,NY,COM,6/4/13,5,VAN,DODGE,V,0,0,0,0,,0,0,0,,,0337P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,WH,,0,,0,,BUS LANE VIOLATION,,,
4001604899,EED6151,NY,PAS,6/4/13,5,CONV,VOLVO,V,0,0,0,0,,0,0,0,,,0348P,,,,,SB 2ND AVE @ E 34TH,ST,0,1111,C,T,,,,BK,,2011,,0,,BUS LANE VIOLATION,,,
4001604929,FSS2840,NY,PAS,6/4/13,5,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0356P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,BK,,2012,,0,,BUS LANE VIOLATION,,,
4001604930,EHD4378,NY,PAS,6/4/13,5,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0401P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,GY,,2011,,0,,BUS LANE VIOLATION,,,
4001604942,3E28J,NY,OMT,6/4/13,5,TAXI,FORD,V,0,0,0,0,,0,0,0,,,0414P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,YW,,2011,,0,,BUS LANE VIOLATION,,,
4001604954,CNM7596,NY,PAS,6/4/13,5,2DSD,CHEVR,V,0,0,0,0,,0,0,0,,,0420P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,GY,,0,,0,,BUS LANE VIOLATION,,,
4001604966,1W48A,NY,OMT,6/4/13,5,TAXI,FORD,V,0,0,0,0,,0,0,0,,,0421P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,YW,,2012,,0,,BUS LANE VIOLATION,,,
4001604980,END3834,NY,PAS,6/4/13,5,4DSD,AUDI,V,0,0,0,0,,0,0,0,,,0429P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,BK,,2011,,0,,BUS LANE VIOLATION,,,
4001605041,FZB3135,NY,PAS,6/4/13,5,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0451P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,TN,,1993,,0,,BUS LANE VIOLATION,,,
4001605120,FYS2270,NY,PAS,6/4/13,5,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0613P,,,,,NB 1ST AVE @ E 23RD,ST,0,1111,C,T,,,,WH,,2012,,0,,BUS LANE VIOLATION,,,
4001605144,FZL8459,NY,PAS,6/4/13,5,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0644P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,BK,,2003,,0,,BUS LANE VIOLATION,,,
4001609812,FGX8109,NY,PAS,6/4/13,5,SUBN,AUDI,V,0,0,0,0,,0,0,0,,,0310P,,,,,SB 2ND AVE @ E 61ST,ST,0,1111,C,T,,,,WH,,2011,,0,,BUS LANE VIOLATION,,,
1354488982,FMD4312,NY,PAS,6/5/13,20,SDN,AUDI,X,66530,73650,48030,20150501,94,94,94,942559,94,0,0656A,,K,F,238,N 9TH STREET,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0,2013,-,0,,,,,
5068957823,257BRW,MN,PAS,6/5/13,7,,FORD,V,0,0,0,0,,0,0,0,,,0804P,,,,,OCEAN PKWY(N/B)@AVE.,X-LN-3,0,1111,D,T,,,,BL,,2001,,0,,FAILURE TO STOP AT RED LIGHT,,,
5068957800,DGW3437,NY,PAS,6/5/13,7,,HONDA,V,0,0,0,0,,0,0,0,,,0651P,,,,,ATLANTIC AVE.(E/B)@L,OGAN ST.-LO-3,0,1111,D,T,,,,RD,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5068957793,CYU5481,NY,PAS,6/5/13,7,,MERCU,V,0,0,0,0,,0,0,0,,,0530P,,,,,12TH AVE.(S/B) @ 34T,H ST-N3-4,0,1111,D,T,,,,RD,,2001,,0,,FAILURE TO STOP AT RED LIGHT,,,
5068957781,FJY6906,NY,PAS,6/5/13,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0451P,,,,,HORACE HARDING EXPWY,.(E/B)@159TH ST.-RL-,0,1111,D,T,,,,GY,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
5068957770,EPS1659,NY,PAS,6/5/13,7,SUV,FORD,V,0,0,0,0,,0,0,0,,,0136P,,,,,BROADWAY (S/B) @ SHE,RMAN AVE. -MF-2,0,1111,D,T,,,,BLK,,2003,,0,,FAILURE TO STOP AT RED LIGHT,,,
5068957744,CAOV6W,MO,PAS,6/5/13,7,FODO,CHEVR,V,0,0,0,0,,0,0,0,,,0731A,,,,,CADMAN PLAZA(E/B)@PR,OSPECT ST.-L8-1,0,1111,D,T,,,,WH,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5068957732,FDW3504,NY,PAS,6/5/13,7,,GEO,V,0,0,0,0,,0,0,0,,,0327A,,,,,PENNSYLVANIA AVE.(S/,B)@LINDEN BLVD.-LT-3,0,1111,D,T,,,,RD,,1993,,0,,FAILURE TO STOP AT RED LIGHT,,,
